"Id","SalePrice"
1680,302084.542366667
1681,234894.887666667
1682,320813.441733333
1683,187500.631933333
1684,174189.611266667
1685,179327.071366667
1686,173673.382433333
1687,175221.1573
1688,185386.833366667
1689,196820.732433333
1690,190033.293166667
1691,182309.6913
1692,310419.556966667
1693,178114.8757
1694,180560.838
1695,172218.475266667
1696,310314.2722
1697,165582.4678
1698,362357.390466666
1699,311894.302933333
1700,234229.517466667
1701,263074.768233333
1702,245157.273366667
1703,244562.6233
1704,270886.9955
1705,236552.857566667
1706,404670.882633333
1707,204790.183433333
1708,197852.185666667
1709,268017.2017
1710,215979.469933333
1711,301453.026133333
1712,241785.905733333
1713,272924.925133333
1714,215375.476233333
1715,211651.080066667
1716,169034.505833333
1717,160950.169533333
1718,132222.110733333
1719,210429.685166667
1720,242918.3028
1721,154111.618566667
1722,130750.934133333
1723,165398.5433
1724,196337.9866
1725,239223.826066667
1726,198419.275366667
1727,172147.827666667
1728,196743.642833333
1729,165243.879666667
1730,153541.9925
1731,132635.353
1732,132857.679333333
1733,121274.241433333
1734,129478.9301
1735,133451.373566667
1736,118748.8295
1737,345042.570466667
1738,227020.504866667
1739,333296.382090476
1740,194781.386666667
1741,182078.595933333
1742,174845.8611
1743,177316.0597
1744,288623.514466667
1745,205587.197933333
1746,219257.771733333
1747,242029.7474
1748,234852.515966667
1749,167285.161533333
1750,134525.427033333
1751,256559.7919
1752,117508.221266667
1753,148227.2567
1754,190823.0741
1755,170239.515266667
1756,125896.677766667
1757,121920.7644
1758,152549.8801
1759,167752.581333333
1760,164401.420933333
1761,150721.464733333
1762,181061.669333333
1763,185795.7667
1764,126592.7061
1765,144917.7341
1766,169161.750466667
1767,205186.141033333
1768,140673.322333333
1769,155005.5774
1770,142290.473
1771,132923.9773
1772,142304.670766667
1773,134746.505466667
1774,141174.001933333
1775,138124.888
1776,131859.181866667
1777,118968.533933333
1778,132579.456
1779,130040.826133333
1780,174340.147366667
1781,134221.365566667
1782,100235.594433333
1783,143145.166733333
1784,109845.6156
1785,116925.164633333
1786,205116.411566667
1787,164910.235366667
1788,79610.5758666667
1789,103656.175766667
1790,101229.5107
1791,198833.231666667
1792,149326.329966667
1793,142923.77
1794,140111.328333333
1795,139770.973433333
1796,137220.469133333
1797,115006.268
1798,126703.145733333
1799,120536.531733333
1800,140859.727133333
1801,127063.9587
1802,144800.8109
1803,155669.733166667
1804,142014.324433333
1805,137178.182333333
1806,116173.487066667
1807,134604.5956
1808,132922.253166667
1809,126467.252666667
1810,149528.714133333
1811,135311.489166667
1812,108648.747366667
1813,120191.602
1814,101300.097
1815,70699.494
1816,106539.9966
1817,152824.9129
1818,156751.784266667
1819,127814.063266667
1820,91884.5673666667
1821,117172.380333333
1822,177413.296633333
1823,71406.7360333333
1824,126805.447633333
1825,146158.746733333
1826,117751.601
1827,108607.6099
1828,136756.150633333
1829,117919.003933333
1830,144819.255833333
1831,154917.058966667
1832,122646.932366667
1833,140976.611066667
1834,134749.449
1835,155066.943333333
1836,125972.361766667
1837,103001.748333333
1838,136461.0062
1839,99087.6629333333
1840,159465.854133333
1841,139340.547866667
1842,108706.972133333
1843,135095.1175
1844,142962.777566667
1845,159484.981533333
1846,152417.158333333
1847,175389.386966667
1848,71326.5157666667
1849,125577.706066667
1850,128039.0137
1851,157072.521966667
1852,130135.010933333
1853,128678.563833333
1854,156497.637766667
1855,167982.6302
1856,228947.466833333
1857,174384.797766667
1858,137167.344409524
1859,121753.001142857
1860,159101.314866667
1861,121093.993509524
1862,222855.884733333
1863,210202.5028
1864,210202.5028
1865,340254.167233333
1866,327714.049566667
1867,233441.724566667
1868,270684.275733333
1869,191365.017833333
1870,241301.870433333
1871,268092.5166
1872,177778.9303
1873,231731.813733333
1874,130463.237566667
1875,191212.050966667
1876,193247.4458
1877,204173.8817
1878,210118.580133333
1879,129598.9025
1880,131970.105833333
1881,255310.8089
1882,246396.2897
1883,195504.6244
1884,206997.9861
1885,243282.9293
1886,270178.9107
1887,187062.883333333
1888,262388.6319
1889,172589.1779
1890,128087.292233333
1891,144659.447733333
1892,113836.2728
1893,140181.538733333
1894,134416.7738
1895,152036.621833333
1896,130256.524733333
1897,126429.5532
1898,119325.831433333
1899,141515.238566667
1900,128733.4496
1901,170774.547033333
1902,140697.561133333
1903,191584.673333333
1904,135864.732966667
1905,178708.2797
1906,162741.087466667
1907,193607.111033333
1908,119283.090666667
1909,150801.963533333
1910,129090.442833333
1911,206080.386433333
1912,272786.3515
1913,188290.6356
1914,79977.852
1915,326395.749633333
1916,82350.6513333334
1917,269410.090933333
1918,133343.820833333
1919,163739.766333333
1920,166561.133
1921,360895.872933333
1922,321312.937966667
1923,228627.621133333
1924,199985.352933333
1925,220378.886966667
1926,363783.5831
1927,138328.647766667
1928,154494.986766667
1929,123212.018233333
1930,138696.312366667
1931,138841.7606
1932,148114.3122
1933,173682.705666667
1934,174909.381666667
1935,177065.370233333
1936,185327.771433333
1937,183638.6673
1938,177721.9519
1939,250112.0218
1940,190639.2673
1941,175699.128933333
1942,204053.114433333
1943,201489.069166667
1944,376865.514766667
1945,378561.183133334
1946,162301.681866667
1947,289751.518733333
1948,163484.5657
1949,226833.596466667
1950,166619.315166667
1951,248918.3826
1952,217631.247933333
1953,176107.772466667
1954,196656.7204
1955,138212.901333333
1956,246003.850166667
1957,159285.106666667
1958,305909.963233333
1959,143875.471066667
1960,117617.6605
1961,130521.640166667
1962,93836.8996
1963,99568.2604
1964,115231.3929
1965,152091.960333333
1966,138442.750333333
1967,300408.178
1968,397581.5256
1969,366778.224366667
1970,420022.114133333
1971,266870.365766667
1972,357176.556333333
1973,292121.192733333
1974,340970.043666667
1975,419606.072633333
1976,272011.3584
1977,362596.0516
1978,390909.320833333
1979,326412.596466667
1980,197171.415533333
1981,349210.0736
1982,219772.0474
1983,213003.471133333
1984,170474.323833333
1985,233569.161633333
1986,224247.022266667
1987,176857.449733333
1988,178897.099633333
1989,189790.780766667
1990,219699.802166667
1991,212313.978666667
1992,203859.459233333
1993,173937.535866667
1994,225791.189866667
1995,177221.081266667
1996,253837.490366667
1997,323606.326033333
1998,309074.944433334
1999,251137.290166667
2000,298954.48
2001,300928.302033333
2002,262236.8867
2003,256414.7398
2004,287968.998866667
2005,220161.2788
2006,212733.032433333
2007,247044.583766667
2008,197942.2334
2009,205932.755633333
2010,201284.643033333
2011,142825.9432
2012,171283.227933333
2013,187704.2827
2014,195065.2466
2015,210299.315533333
2016,199645.6779
2017,204793.057633333
2018,129458.477333333
2019,132426.429733333
2020,108487.385566667
2021,116477.054066667
2022,167715.2511
2023,161578.780066667
2024,259426.9578
2025,286277.6386
2026,177792.798666667
2027,162019.062766667
2028,159374.8792
2029,175817.59
2030,271160.033866667
2031,192688.898933333
2032,213995.2875
2033,255707.517733333
2034,169449.473466667
2035,203406.905366667
2036,193619.183033333
2037,199129.6951
2038,256800.133371429
2039,208246.803566667
2040,376120.4579
2041,269376.3032
2042,191885.7943
2043,160325.6428
2044,163579.279566667
2045,199883.671333333
2046,136705.985666667
2047,147676.166233333
2048,134736.348766667
2049,137581.6986
2050,173053.186566667
2051,118484.612133333
2052,139538.805333333
2053,142917.122633333
2054,99769.3912
2055,170974.283433333
2056,149220.181166667
2057,128842.254866667
2058,224537.6322
2059,140921.120833333
2060,153274.8411
2061,173519.147633333
2062,135940.406
2063,128750.040966667
2064,141262.5922
2065,111096.8363
2066,186297.1018
2067,149134.0932
2068,142854.233366667
2069,85458.0466666667
2070,109655.180566667
2071,96855.3969333333
2072,127226.313633333
2073,140616.339266667
2074,158609.044
2075,144252.0035
2076,120899.561766667
2077,143406.852266667
2078,128151.203066667
2079,141582.8486
2080,117982.572533333
2081,124408.689
2082,135098.644933333
2083,153400.7922
2084,116727.0818
2085,127581.608733333
2086,125921.917733333
2087,129212.4011
2088,102300.0951
2089,92343.8650333333
2090,130139.225733333
2091,129168.872733333
2092,138449.555033333
2093,137439.260833333
2094,104062.429433333
2095,150091.0352
2096,89982.5685
2097,102444.1387
2098,143945.798033333
2099,74172.9262333333
2100,134664.154066667
2101,128453.6243
2102,132229.3178
2103,113281.826466667
2104,132678.243033333
2105,141470.514766667
2106,98581.1212
2107,200456.888166667
2108,123243.768733333
2109,119843.302666667
2110,123892.7761
2111,158613.555166667
2112,143844.211866667
2113,118250.550433333
2114,115238.335266667
2115,151896.6753
2116,115403.310533333
2117,140438.180333333
2118,124236.8373
2119,103589.177366667
2120,119446.279566667
2121,104325.355633333
2122,113941.998966667
2123,88475.2995333334
2124,175208.273133333
2125,138230.634666667
2126,166389.747966667
2127,152173.575633333
2128,130612.526666667
2129,104850.836133333
2130,143474.0184
2131,159920.526766667
2132,123947.640466667
2133,117976.210566667
2134,128214.657433333
2135,104986.891133333
2136,106369.62
2137,106794.871866667
2138,143517.1315
2139,150358.940933333
2140,134188.093966667
2141,141456.606133333
2142,136152.872666667
2143,137180.039066667
2144,138919.353366667
2145,135377.972833333
2146,157448.3227
2147,168157.2769
2148,160643.835366667
2149,178867.9572
2150,194043.271333333
2151,112480.559533333
2152,170486.255466667
2153,154206.280533333
2154,98106.7985666666
2155,138082.023266667
2156,248572.734833333
2157,215364.924733333
2158,251095.328633333
2159,219099.5224
2160,175447.942966667
2161,250756.831
2162,359332.645466667
2163,344016.474333333
2164,258536.360133333
2165,182702.733466667
2166,144355.2772
2167,197654.623133333
2168,215528.267333333
2169,202413.309266667
2170,221915.765766667
2171,147338.163966667
2172,140324.766066667
2173,164912.666533333
2174,229296.299466667
2175,299094.1828
2176,315979.9994
2177,246468.374366667
2178,224039.719766667
2179,143730.636
2180,220760.3292
2181,197961.763
2182,228946.0744
2183,187560.9267
2184,132138.305666667
2185,138362.132633333
2186,133398.635166667
2187,152876.390866667
2188,146913.765433333
2189,254288.2733
2190,90170.2694333333
2191,95257.3209
2192,90011.7298333333
2193,106498.732066667
2194,111061.486266667
2195,116420.772966667
2196,118986.776666667
2197,117183.633366667
2198,140614.126766667
2199,166152.6773
2200,140921.253366667
2201,149010.810933333
2202,196972.7048
2203,165579.0507
2204,191753.937466667
2205,129310.711166667
2206,106168.454233333
2207,231825.5929
2208,253272.138733333
2209,204969.205433333
2210,125983.1685
2211,117035.487866667
2212,111067.9089
2213,109868.583466667
2214,150572.647166667
2215,109988.4951
2216,143254.4695
2217,82253.4272666667
2218,99006.4315
2219,89681.9553
2220,101544.8121
2221,328413.4061
2222,245456.400933333
2223,327772.714366667
2224,251621.439733333
2225,135807.414
2226,182381.543633333
2227,198615.793633333
2228,285006.979433333
2229,260028.3458
2230,170560.7616
2231,233305.675666667
2232,180141.9385
2233,177178.258133333
2234,233296.365033333
2235,212738.665866667
2236,252097.999633333
2237,306282.380566667
2238,182407.518366667
2239,116178.239866667
2240,161406.037
2241,168481.798066667
2242,129781.684066667
2243,143586.8432
2244,99699.9681
2245,102686.421933333
2246,143331.278166667
2247,109500.200666667
2248,123597.2306
2249,126106.865
2250,129354.236666667
2251,154813.649333333
2252,166890.369433333
2253,167231.158866667
2254,181953.211833333
2255,182493.426833333
2256,185305.864966667
2257,196119.308733333
2258,172104.821633333
2259,180825.6305
2260,148097.466366667
2261,163687.828266667
2262,195660.288466667
2263,358628.114566666
2264,422006.563133333
2265,184141.686066667
2266,274982.6352
2267,293412.580333333
2268,393229.639866667
2269,160882.013233333
2270,182256.1987
2271,216599.515466667
2272,216633.959233333
2273,165111.270266667
2274,172549.064133333
2275,154058.769033333
2276,180753.075566667
2277,177595.172533333
2278,148825.031
2279,124128.044266667
2280,112838.058166667
2281,183465.7542
2282,180835.680733333
2283,99498.2739
2284,111010.611533333
2285,120049.9486
2286,127814.004366667
2287,359430.913133333
2288,278639.096133333
2289,345871.3843
2290,417458.453366666
2291,349379.0499
2292,434350.0696
2293,432436.987566667
2294,411190.5721
2295,424687.62
2296,251803.695066667
2297,352641.655933333
2298,342492.212466667
2299,372328.991966667
2300,339612.916933333
2301,331045.210766667
2302,244975.4405
2303,237525.403733333
2304,247360.386
2305,182060.226166667
2306,180313.695933333
2307,199862.065066667
2308,228148.9474
2309,280742.595433333
2310,221955.952033333
2311,193888.3664
2312,182292.2575
2313,180296.1574
2314,197412.751466667
2315,176486.659666667
2316,246946.213166667
2317,186603.377333333
2318,186942.487633333
2319,183070.496433333
2320,184390.1375
2321,250995.1115
2322,177409.7239
2323,172742.814266667
2324,180386.003933333
2325,199450.872833333
2326,172613.822466667
2327,213220.174766667
2328,225090.710933333
2329,186029.652533333
2330,182091.373833333
2331,331195.1866
2332,400652.7187
2333,311877.941133333
2334,284820.116066667
2335,267599.608433333
2336,302223.976066667
2337,194535.885066667
2338,264886.7624
2339,236913.408933333
2340,364109.6844
2341,197379.7106
2342,239285.034466667
2343,213795.4798
2344,266514.6478
2345,240618.5418
2346,206475.9987
2347,192261.685166667
2348,236395.5641
2349,173439.303633333
2350,326717.9553
2351,248178.6075
2352,227052.814433333
2353,291935.2715
2354,127373.3677
2355,131781.6228
2356,152494.736233333
2357,195244.065033333
2358,202964.132433333
2359,137686.547666667
2360,121224.9311
2361,137340.609666667
2362,264727.8733
2363,143263.101433333
2364,155527.961466667
2365,210965.6422
2366,187083.240666667
2367,220102.121766667
2368,192511.675666667
2369,202834.123133333
2370,174141.5625
2371,174223.615466667
2372,182406.132166667
2373,241154.297566667
2374,272449.906833333
2375,243436.923533333
2376,257384.1115
2377,297399.923733333
2378,150782.5986
2379,190517.021333333
2380,142120.349
2381,160230.3871
2382,198957.6233
2383,203914.2906
2384,237012.923533333
2385,156897.818333333
2386,136421.853333333
2387,137466.5575
2388,144577.473866667
2389,130067.357766667
2390,155251.578466667
2391,135460.586733333
2392,117970.5113
2393,155427.644733333
2394,144126.604933333
2395,191648.5954
2396,148333.643733333
2397,201832.631066667
2398,130907.4961
2399,67857.5784666667
2400,71080.9662666667
2401,110431.6834
2402,138560.146166667
2403,125588.3304
2404,161597.866566667
2405,162369.718533333
2406,131738.369466667
2407,127088.5419
2408,143389.076
2409,136140.796566667
2410,156699.105766667
2411,123558.8765
2412,149184.2351
2413,137655.935
2414,141521.0255
2415,133975.003933333
2416,125534.7821
2417,133142.637233333
2418,131490.098566667
2419,138160.835933333
2420,127353.3271
2421,148590.020433333
2422,123737.4705
2423,136247.740733333
2424,155042.265466667
2425,372517.1672
2426,130382.192666667
2427,151972.492833333
2428,169025.033866667
2429,117856.967633333
2430,130159.402333333
2431,124504.451266667
2432,137262.46
2433,138468.6752
2434,141103.137
2435,144774.601833333
2436,109914.779333333
2437,106199.698233333
2438,123199.4327
2439,114873.522366667
2440,126134.9765
2441,98527.6309666667
2442,101822.884466667
2443,120385.5954
2444,136534.0616
2445,97438.9597333333
2446,151664.299766667
2447,186074.0661
2448,150384.5535
2449,121405.477233333
2450,152391.392333333
2451,134768.5567
2452,199942.429666667
2453,105780.607733333
2454,136606.613766667
2455,103876.944333333
2456,132028.448633333
2457,120411.949666667
2458,127475.570633333
2459,111516.514633333
2460,141134.2798
2461,121678.7547
2462,130190.948766667
2463,132949.915133333
2464,150603.532233333
2465,139990.255433333
2466,124289.768366667
2467,142138.3243
2468,105403.718733333
2469,94767.2746333333
2470,197323.9624
2471,195004.963866667
2472,171204.426
2473,129484.240633333
2474,120070.172866667
2475,210150.057533333
2476,109128.9794
2477,131505.709633333
2478,161400.574066667
2479,128066.6983
2480,148040.2945
2481,133734.470833333
2482,134375.225533333
2483,116818.694733333
2484,132037.937766667
2485,131107.357133333
2486,146822.733
2487,205267.303266667
2488,139866.7595
2489,155525.916333333
2490,150143.631066667
2491,97557.4384333334
2492,182945.015533333
2493,165445.831366667
2494,161645.736933333
2495,108611.5234
2496,247475.450866667
2497,147481.855133333
2498,111998.492833333
2499,97367.7565333334
2500,115610.2584
2501,132348.7861
2502,134280.059033333
2503,101679.9107
2504,194469.6855
2505,232308.4989
2506,257313.7464
2507,289470.878
2508,257579.270066667
2509,222136.880033333
2510,223725.207466667
2511,184106.874033333
2512,212158.3196
2513,220915.335366667
2514,260760.892366667
2515,149966.1236
2516,181327.422633333
2517,134069.602533333
2518,139549.0303
2519,231590.450933333
2520,204282.214566667
2521,195718.044066667
2522,223691.807
2523,130251.497033333
2524,147320.794166667
2525,141459.559733333
2526,137767.0984
2527,128000.389766667
2528,126710.241933333
2529,127536.661333333
2530,123169.9395
2531,229102.6294
2532,223421.109833333
2533,196616.594433333
2534,236218.6752
2535,277676.486833333
2536,245235.873566667
2537,207240.9981
2538,180096.514633333
2539,178840.932066667
2540,180660.900266667
2541,183300.011833333
2542,184391.069666667
2543,126928.8807
2544,116767.4756
2545,146929.053
2546,132645.361833333
2547,132187.0859
2548,151766.731142857
2549,171958.670266667
2550,469252.874333333
2551,148199.9805
2552,119832.5972
2553,96935.1647333333
2554,108891.4686
2555,122362.199433333
2556,112840.076566667
2557,118166.8657
2558,162687.9535
2559,138534.8138
2560,135599.9649
2561,125290.581833333
2562,135761.993233333
2563,144298.075966667
2564,183292.356233333
2565,144030.896466667
2566,192349.622133333
2567,135415.304333333
2568,181135.992666667
2569,186187.682633333
2570,124192.001533333
2571,203472.553066667
2572,146195.0092
2573,197619.1062
2574,288360.150966667
2575,132756.337233333
2576,129147.625233333
2577,167947.115033333
2578,94146.0417
2579,101235.625333333
2580,139682.269966667
2581,121855.246133333
2582,112818.320166667
2583,289984.9921
2584,175522.7111
2585,223883.823566667
2586,193064.014066667
2587,181798.790533333
2588,128942.925833333
2589,138347.3148
2590,200601.389233333
2591,243753.164466667
2592,206539.717566667
2593,265499.4457
2594,166026.7304
2595,199860.1989
2596,307079.357966667
2597,174497.440566667
2598,277348.663066667
2599,325550.593933333
2600,162891.040366667
2601,143790.5217
2602,91372.5635666667
2603,96433.1157666667
2604,95052.0824
2605,88322.2892
2606,151317.534633333
2607,180588.737633333
2608,213037.408333333
2609,169311.990133333
2610,106780.570333333
2611,144505.888166667
2612,147942.6689
2613,130477.2357
2614,120377.375566667
2615,154668.735333333
2616,137683.633866667
2617,172256.989933333
2618,190108.6457
2619,188276.9019
2620,184382.972666667
2621,179184.405666667
2622,183741.055833333
2623,243850.683633333
2624,312506.143366667
2625,278659.138433333
2626,163563.183
2627,155288.780566667
2628,460951.959
2629,458043.106533333
2630,392919.411033333
2631,464301.550833333
2632,460883.761166667
2633,286997.849733333
2634,383085.506566667
2635,152205.806266667
2636,189979.141666667
2637,154991.404233333
2638,249513.975166667
2639,190457.876666667
2640,149080.981466667
2641,113817.116733333
2642,192423.681766667
2643,116405.0123
2644,143091.840466667
2645,98305.4036
2646,93018.1132
2647,102062.548566667
2648,134451.032366667
2649,144541.683233333
2650,119065.5673
2651,154607.0301
2652,421790.729733333
2653,249230.717966667
2654,272603.8684
2655,369375.754066667
2656,342706.245266667
2657,282526.2428
2658,273916.9928
2659,322981.089733333
2660,348993.086433333
2661,357942.2417
2662,354342.935
2663,278414.2147
2664,280279.650633333
2665,334311.639233333
2666,285580.365866667
2667,171407.051966667
2668,185480.946966667
2669,177876.125733333
2670,296368.016
2671,187351.807266667
2672,188489.4941
2673,199639.007366667
2674,205238.7011
2675,163809.906466667
2676,190091.9288
2677,190911.893666667
2678,301216.955266667
2679,292166.987866667
2680,298144.531233333
2681,402511.707266667
2682,356364.319933333
2683,485758.561933333
2684,321810.442433333
2685,372189.623866667
2686,250779.094266667
2687,305471.426
2688,225865.4267
2689,203758.020666667
2690,391825.877566667
2691,194939.2146
2692,133031.268733333
2693,195393.422933333
2694,133846.027266667
2695,191037.303833333
2696,187313.1903
2697,192125.5637
2698,200327.205866667
2699,177488.676566667
2700,171391.1432
2701,170487.3067
2702,131771.966166667
2703,131833.731533333
2704,140474.43
2705,127003.5078
2706,121252.871466667
2707,135783.0612
2708,136551.2628
2709,90577.0960333333
2710,122982.756766667
2711,274985.3118
2712,391935.3312
2713,154248.4557
2714,152002.1862
2715,174110.3674
2716,152795.4751
2717,180740.936133333
2718,212449.092
2719,155861.023566667
2720,156949.855666667
2721,142103.212666667
2722,164906.076066667
2723,143974.263333333
2724,129325.5024
2725,137575.947833333
2726,135575.6392
2727,174603.3995
2728,168352.3684
2729,158113.528766667
2730,142206.1691
2731,121981.751633333
2732,126419.979533333
2733,155792.426133333
2734,155916.1618
2735,137594.105833333
2736,150737.200566667
2737,119819.288066667
2738,137040.250633333
2739,159737.054666667
2740,135388.112833333
2741,145148.116833333
2742,154857.289466667
2743,151661.027466667
2744,142844.739166667
2745,138674.975333333
2746,134452.0305
2747,172256.839166667
2748,135354.017133333
2749,130255.912333333
2750,135886.9418
2751,132882.156
2752,223731.7466
2753,144167.9418
2754,297579.268866667
2755,131774.860666667
2756,102653.298433333
2757,83352.0279333334
2758,98391.9672666666
2759,154684.921266667
2760,154165.3396
2761,143840.037333333
2762,141074.8085
2763,179619.950266667
2764,174179.477533333
2765,242461.8674
2766,146088.222366667
2767,91852.3734
2768,130088.2183
2769,131320.8454
2770,138137.499333333
2771,116787.670533333
2772,115167.537
2773,157339.064133333
2774,139773.190566667
2775,138132.857233333
2776,148404.068366667
2777,148327.2097
2778,98521.832
2779,152759.814833333
2780,90563.8158
2781,98866.1368333334
2782,111555.3467
2783,121545.826033333
2784,126268.561333333
2785,156140.584233333
2786,93474.0385
2787,114700.282666667
2788,99558.6091333333
2789,154969.194766667
2790,108753.926266667
2791,122563.790866667
2792,67905.0422666667
2793,165597.430033333
2794,111901.033233333
2795,117671.0425
2796,100436.950666667
2797,213232.560333333
2798,140884.389866667
2799,123737.616
2800,84177.5445
2801,109523.536433333
2802,138676.916533333
2803,149861.933633333
2804,153981.2844
2805,96811.2634
2806,95734.9242333333
2807,142861.956933333
2808,148040.395933333
2809,130683.8135
2810,134305.1236
2811,159351.106
2812,144896.127633333
2813,157059.3367
2814,147102.5329
2815,101264.955933333
2816,208527.681133333
2817,160865.5354
2818,137556.951633333
2819,188173.1543
2820,144746.1785
2821,109402.533833333
2822,232585.3549
2823,273485.022666667
2824,175061.330666667
2825,151448.865866667
2826,134483.800233333
2827,136040.680666667
2828,234484.146266667
2829,163668.7171
2830,238453.206766666
2831,188409.535466667
2832,235040.935166667
2833,311433.552966667
2834,217239.262566667
2835,215755.581433333
2836,196821.962066667
2837,172058.987566667
2838,146439.3466
2839,189888.011866667
2840,182905.4819
2841,206441.473033333
2842,228648.894066667
2843,152099.636166667
2844,149283.6471
2845,121233.108733333
2846,216324.026866667
2847,201351.900533333
2848,197774.218566667
2849,204643.527866667
2850,298816.204266667
2851,233313.1536
2852,243975.045133333
2853,235354.334233333
2854,140714.986566667
2855,189676.215033333
2856,204634.191333333
2857,191846.645766667
2858,189230.339866667
2859,154287.438166667
2860,128308.8234
2861,131980.905966667
2862,189709.7774
2863,120552.7051
2864,240788.572033333
2865,145743.4581
2866,136180.616028571
2867,113419.6568
2868,126136.499233333
2869,123261.842433333
2870,155277.454333333
2871,109711.9931
2872,70508.7861666666
2873,114511.051333333
2874,141786.501933333
2875,110481.0187
2876,154294.011133333
2877,136937.811733333
2878,166466.5299
2879,141500.256866667
2880,104528.5146
2881,154938.798633333
2882,169543.750866667
2883,169451.942266667
2884,191167.6414
2885,186162.944933333
2886,209482.084466667
2887,98311.2831333333
2888,135180.655966667
2889,62347.5734333334
2890,97496.9872666667
2891,145136.820266667
2892,72569.9203
2893,107320.8295
2894,80921.5416
2895,298797.380333333
2896,276441.7284
2897,213813.343666667
2898,141468.222033333
2899,219823.171566667
2900,153304.1387
2901,199670.423466667
2902,173401.8988
2903,331477.5498
2904,329476.600933333
2905,137566.449533333
2906,173805.313933333
2907,118700.6609
